#pago;PagoIntereses;PagoCapital;SeguroVida;SeguroDaños;Comision;PagoHip;SeguroCasa;PagoTotal;SaldoCredito
60;3,711.56;962.23;109.47;127.14;290.00;5,200.40;243.47;5,443.87;422,244.59
Año;4
61;3,703.12;970.67;109.22;127.14;290.00;5,200.15;243.47;5,443.62;421,273.92
62;3,694.61;979.18;108.97;127.14;290.00;5,199.90;243.47;5,443.37;420,294.74
63;3,686.02;987.77;108.71;127.14;290.00;5,199.64;243.47;5,443.11;419,306.98
64;3,677.36;996.43;108.46;127.14;290.00;5,199.39;243.47;5,442.86;418,310.55
65;3,668.62;1,005.17;108.20;127.14;290.00;5,199.13;243.47;5,442.60;417,305.38
66;3,659.81;1,013.98;107.94;127.14;290.00;5,198.87;243.47;5,442.34;416,291.39
67;3,650.91;1,022.88;107.68;127.14;290.00;5,198.61;243.47;5,442.08;415,268.52
68;3,641.94;1,031.85;107.41;127.14;290.00;5,198.34;243.47;5,441.81;414,236.67
69;3,632.89;1,040.90;107.15;127.14;290.00;5,198.08;243.47;5,441.55;413,195.78
70;3,623.77;1,050.02;106.88;127.14;290.00;5,197.81;243.47;5,441.28;412,145.75
71;3,614.56;1,059.23;106.61;127.14;290.00;5,197.54;243.47;5,441.01;411,086.52
72;3,605.27;1,068.52;106.33;127.14;290.00;5,197.26;243.47;5,440.73;410,017.99
Año;5
73;3,595.90;1,077.89;106.05;127.14;290.00;5,196.98;243.47;5,440.45;408,940.10
74;3,586.44;1,087.35;105.78;127.14;290.00;5,196.71;243.47;5,440.18;407,852.75
75;3,576.91;1,096.88;105.49;127.14;290.00;5,196.42;243.47;5,439.89;406,755.87
76;3,567.29;1,106.50;105.21;127.14;290.00;5,196.14;243.47;5,439.61;405,649.37
77;3,557.58;1,116.21;104.92;127.14;290.00;5,195.85;243.47;5,439.32;404,533.16
78;3,547.79;1,126.00;104.64;127.14;290.00;5,195.57;243.47;5,439.04;403,407.16
79;3,537.92;1,135.87;104.34;127.14;290.00;5,195.27;243.47;5,438.74;402,271.29
80;3,527.96;1,145.83;104.05;127.14;290.00;5,194.98;243.47;5,438.45;401,125.46
81;3,517.91;1,155.88;103.75;127.14;290.00;5,194.68;243.47;5,438.15;399,969.57
82;3,507.77;1,166.02;103.46;127.14;290.00;5,194.39;243.47;5,437.86;398,803.55
83;3,497.54;1,176.25;103.15;127.14;290.00;5,194.08;243.47;5,437.55;397,627.31
84;3,487.23;1,186.56;102.85;127.14;290.00;5,193.78;243.47;5,437.25;396,440.75
Año;6
85;3,476.82;1,196.97;102.54;127.14;290.00;5,193.47;243.47;5,436.94;395,243.78
86;3,466.32;1,207.47;102.23;127.14;290.00;5,193.16;243.47;5,436.63;394,036.31
87;3,455.73;1,218.06;101.92;127.14;290.00;5,192.85;243.47;5,436.32;392,818.26
88;3,445.05;1,228.74;101.61;127.14;290.00;5,192.54;243.47;5,436.01;391,589.52
89;3,434.28;1,239.51;101.29;127.14;290.00;5,192.22;243.47;5,435.69;390,350.01
90;3,423.41;1,250.38;100.97;127.14;290.00;5,191.90;243.47;5,435.37;389,099.62
91;3,412.44;1,261.35;100.64;127.14;290.00;5,191.57;243.47;5,435.04;387,838.27
92;3,401.38;1,272.41;100.32;127.14;290.00;5,191.25;243.47;5,434.72;386,565.86
93;3,390.22;1,283.57;99.99;127.14;290.00;5,190.92;243.47;5,434.39;385,282.29
94;3,378.96;1,294.83;99.66;127.14;290.00;5,190.59;243.47;5,434.06;383,987.46
95;3,367.61;1,306.18;99.32;127.14;290.00;5,190.25;243.47;5,433.72;382,681.27
96;3,356.15;1,317.64;98.98;127.14;290.00;5,189.91;243.47;5,433.38;381,363.63
Año;7
97;3,344.59;1,329.20;98.64;127.14;290.00;5,189.57;243.47;5,433.04;380,034.44
98;3,332.94;1,340.85;98.30;127.14;290.00;5,189.23;243.47;5,432.70;378,693.58
99;3,321.18;1,352.61;97.95;127.14;290.00;5,188.88;243.47;5,432.35;377,340.97
100;3,309.32;1,364.47;97.60;127.14;290.00;5,188.53;243.47;5,432.00;375,976.50
101;3,297.35;1,376.44;97.25;127.14;290.00;5,188.18;243.47;5,431.65;374,600.06
102;3,285.28;1,388.51;96.89;127.14;290.00;5,187.82;243.47;5,431.29;373,211.54
103;3,273.10;1,400.69;96.53;127.14;290.00;5,187.46;243.47;5,430.93;371,810.85
104;3,260.82;1,412.97;96.17;127.14;290.00;5,187.10;243.47;5,430.57;370,397.88
105;3,248.42;1,425.37;95.81;127.14;290.00;5,186.74;243.47;5,430.21;368,972.51
106;3,235.92;1,437.87;95.44;127.14;290.00;5,186.37;243.47;5,429.84;367,534.65
107;3,223.31;1,450.48;95.07;127.14;290.00;5,186.00;243.47;5,429.47;366,084.17
108;3,210.59;1,463.20;94.69;127.14;290.00;5,185.62;243.47;5,429.09;364,620.97
Año;8
109;3,197.76;1,476.03;94.31;127.14;290.00;5,185.24;243.47;5,428.71;363,144.94
110;3,184.81;1,488.98;93.93;127.14;290.00;5,184.86;243.47;5,428.33;361,655.96
111;3,171.76;1,502.03;93.55;127.14;290.00;5,184.48;243.47;5,427.95;360,153.93
112;3,158.58;1,515.21;93.16;127.14;290.00;5,184.09;243.47;5,427.56;358,638.72
113;3,145.29;1,528.50;92.77;127.14;290.00;5,183.70;243.47;5,427.17;357,110.23
114;3,131.89;1,541.90;92.37;127.14;290.00;5,183.30;243.47;5,426.77;355,568.33
115;3,118.37;1,555.42;91.97;127.14;290.00;5,182.90;243.47;5,426.37;354,012.91
116;3,104.73;1,569.06;91.57;127.14;290.00;5,182.50;243.47;5,425.97;352,443.84
117;3,090.97;1,582.82;91.16;127.14;290.00;5,182.09;243.47;5,425.56;350,861.02
118;3,077.08;1,596.71;90.75;127.14;290.00;5,181.68;243.47;5,425.15;349,264.31
119;3,063.08;1,610.71;90.34;127.14;290.00;5,181.27;243.47;5,424.74;347,653.60
120;3,048.95;1,624.84;89.92;127.14;290.00;5,180.85;243.47;5,424.32;346,028.76
Año;9
121;3,034.70;1,639.09;89.50;127.14;290.00;5,180.43;243.47;5,423.90;344,389.68
122;3,020.33;1,653.46;89.08;127.14;290.00;5,180.01;243.47;5,423.48;342,736.22
123;3,005.83;1,667.96;88.65;127.14;290.00;5,179.58;243.47;5,423.05;341,068.26
124;2,991.20;1,682.59;88.22;127.14;290.00;5,179.15;243.47;5,422.62;339,385.67
125;2,976.44;1,697.35;87.79;127.14;290.00;5,178.72;243.47;5,422.19;337,688.32
126;2,961.56;1,712.23;87.35;127.14;290.00;5,178.28;243.47;5,421.75;335,976.09
127;2,946.54;1,727.25;86.90;127.14;290.00;5,177.83;243.47;5,421.30;334,248.84
128;2,931.39;1,742.40;86.46;127.14;290.00;5,177.39;243.47;5,420.86;332,506.44
129;2,916.11;1,757.68;86.01;127.14;290.00;5,176.94;243.47;5,420.41;330,748.76
130;2,900.70;1,773.09;85.55;127.14;290.00;5,176.48;243.47;5,419.95;328,975.67
131;2,885.15;1,788.64;85.09;127.14;290.00;5,176.02;243.47;5,419.49;327,187.03
132;2,869.46;1,804.33;84.63;127.14;290.00;5,175.56;243.47;5,419.03;325,382.70
Año;10
133;2,853.64;1,820.15;84.16;127.14;290.00;5,175.09;243.47;5,418.56;323,562.55
134;2,837.67;1,836.12;83.69;127.14;290.00;5,174.62;243.47;5,418.09;321,726.43
135;2,821.57;1,852.22;83.22;127.14;290.00;5,174.15;243.47;5,417.62;319,874.21
136;2,805.33;1,868.46;82.74;127.14;290.00;5,173.67;243.47;5,417.14;318,005.75
137;2,788.94;1,884.85;82.26;127.14;290.00;5,173.19;243.47;5,416.66;316,120.90
138;2,772.41;1,901.38;81.77;127.14;290.00;5,172.70;243.47;5,416.17;314,219.52
139;2,755.73;1,918.06;81.28;127.14;290.00;5,172.21;243.47;5,415.68;312,301.46
140;2,738.91;1,934.88;80.78;127.14;290.00;5,171.71;243.47;5,415.18;310,366.58
141;2,721.94;1,951.85;80.28;127.14;290.00;5,171.21;243.47;5,414.68;308,414.74
142;2,704.83;1,968.96;79.77;127.14;290.00;5,170.70;243.47;5,414.17;306,445.77
143;2,687.56;1,986.23;79.26;127.14;290.00;5,170.19;243.47;5,413.66;304,459.54
144;2,670.14;2,003.65;78.75;127.14;290.00;5,169.68;243.47;5,413.15;302,455.89
Año;11
145;2,652.57;2,021.22;78.23;127.14;290.00;5,169.16;243.47;5,412.63;300,434.66
146;2,634.84;2,038.95;77.71;127.14;290.00;5,168.64;243.47;5,412.11;298,395.71
147;2,616.96;2,056.83;77.18;127.14;290.00;5,168.11;243.47;5,411.58;296,338.88
148;2,598.92;2,074.87;76.65;127.14;290.00;5,167.58;243.47;5,411.05;294,264.01
149;2,580.72;2,093.07;76.11;127.14;290.00;5,167.04;243.47;5,410.51;292,170.94
150;2,562.37;2,111.42;75.57;127.14;290.00;5,166.50;243.47;5,409.97;290,059.52
151;2,543.85;2,129.94;75.03;127.14;290.00;5,165.96;243.47;5,409.43;287,929.58
152;2,525.17;2,148.62;74.48;127.14;290.00;5,165.41;243.47;5,408.88;285,780.96
153;2,506.33;2,167.46;73.92;127.14;290.00;5,164.85;243.47;5,408.32;283,613.49
154;2,487.32;2,186.47;73.36;127.14;290.00;5,164.29;243.47;5,407.76;281,427.02
155;2,468.14;2,205.65;72.79;127.14;290.00;5,163.72;243.47;5,407.19;279,221.37
156;2,448.80;2,224.99;72.22;127.14;290.00;5,163.15;243.47;5,406.62;276,996.38
Año;12
157;2,429.28;2,244.51;71.65;127.14;290.00;5,162.58;243.47;5,406.05;274,751.87
158;2,409.60;2,264.19;71.07;127.14;290.00;5,162.00;243.47;5,405.47;272,487.68
159;2,389.74;2,284.05;70.48;127.14;290.00;5,161.41;243.47;5,404.88;270,203.63
160;2,369.71;2,304.08;69.89;127.14;290.00;5,160.82;243.47;5,404.29;267,899.55
161;2,349.50;2,324.29;69.29;127.14;290.00;5,160.22;243.47;5,403.69;265,575.27
162;2,329.12;2,344.67;68.69;127.14;290.00;5,159.62;243.47;5,403.09;263,230.60
163;2,308.56;2,365.23;68.09;127.14;290.00;5,159.02;243.47;5,402.49;260,865.36
164;2,287.81;2,385.98;67.48;127.14;290.00;5,158.41;243.47;5,401.88;258,479.39
165;2,266.89;2,406.90;66.86;127.14;290.00;5,157.79;243.47;5,401.26;256,072.49
166;2,245.78;2,428.01;66.24;127.14;290.00;5,157.17;243.47;5,400.64;253,644.47
167;2,224.49;2,449.30;65.61;127.14;290.00;5,156.54;243.47;5,400.01;251,195.17
168;2,203.00;2,470.79;64.97;127.14;290.00;5,155.90;243.47;5,399.37;248,724.39
Año;13
169;2,181.34;2,492.45;64.33;127.14;290.00;5,155.26;243.47;5,398.73;246,231.93
170;2,159.48;2,514.31;63.69;127.14;290.00;5,154.62;243.47;5,398.09;243,717.62
171;2,137.43;2,536.36;63.04;127.14;290.00;5,153.97;243.47;5,397.44;241,181.25
172;2,115.18;2,558.61;62.38;127.14;290.00;5,153.31;243.47;5,396.78;238,622.65
173;2,092.74;2,581.05;61.72;127.14;290.00;5,152.65;243.47;5,396.12;236,041.60
174;2,070.11;2,603.68;61.05;127.14;290.00;5,151.98;243.47;5,395.45;233,437.92
175;2,047.27;2,626.52;60.38;127.14;290.00;5,151.31;243.47;5,394.78;230,811.40
176;2,024.24;2,649.55;59.70;127.14;290.00;5,150.63;243.47;5,394.10;228,161.84
177;2,001.00;2,672.79;59.02;127.14;290.00;5,149.95;243.47;5,393.42;225,489.05
178;1,977.56;2,696.23;58.32;127.14;290.00;5,149.25;243.47;5,392.72;222,792.82
179;1,953.91;2,719.88;57.63;127.14;290.00;5,148.56;243.47;5,392.03;220,072.95
180;1,930.06;2,743.73;56.92;127.14;290.00;5,147.85;243.47;5,391.32;217,329.22
Año;14
181;1,906.00;2,767.79;56.21;127.14;290.00;5,147.14;243.47;5,390.61;214,561.43
182;1,881.72;2,792.07;55.50;127.14;290.00;5,146.43;243.47;5,389.90;211,769.36
183;1,857.24;2,816.55;54.78;127.14;290.00;5,145.71;243.47;5,389.18;208,952.81
184;1,832.54;2,841.25;54.05;127.14;290.00;5,144.98;243.47;5,388.45;206,111.55
185;1,807.62;2,866.17;53.31;127.14;290.00;5,144.24;243.47;5,387.71;203,245.38
186;1,782.48;2,891.31;52.57;127.14;290.00;5,143.50;243.47;5,386.97;200,354.07
187;1,757.12;2,916.67;51.82;127.14;290.00;5,142.75;243.47;5,386.22;197,437.40
188;1,731.54;2,942.25;51.07;127.14;290.00;5,142.00;243.47;5,385.47;194,495.16
189;1,705.74;2,968.05;50.31;127.14;290.00;5,141.24;243.47;5,384.71;191,527.11
190;1,679.71;2,994.08;49.54;127.14;290.00;5,140.47;243.47;5,383.94;188,533.03
191;1,653.45;3,020.34;48.77;127.14;290.00;5,139.70;243.47;5,383.17;185,512.69
192;1,626.96;3,046.83;47.98;127.14;290.00;5,138.91;243.47;5,382.38;182,465.86
Año;15
193;1,600.24;3,073.55;47.20;127.14;290.00;5,138.13;243.47;5,381.60;179,392.32
194;1,573.29;3,100.50;46.40;127.14;290.00;5,137.33;243.47;5,380.80;176,291.81
195;1,546.10;3,127.69;45.60;127.14;290.00;5,136.53;243.47;5,380.00;173,164.12
196;1,518.67;3,155.12;44.79;127.14;290.00;5,135.72;243.47;5,379.19;170,008.99
197;1,490.99;3,182.80;43.97;127.14;290.00;5,134.90;243.47;5,378.37;166,826.20
198;1,463.08;3,210.71;43.15;127.14;290.00;5,134.08;243.47;5,377.55;163,615.49
199;1,434.92;3,238.87;42.32;127.14;290.00;5,133.25;243.47;5,376.72;160,376.62
200;1,406.52;3,267.27;41.48;127.14;290.00;5,132.41;243.47;5,375.88;157,109.35
201;1,377.86;3,295.93;40.64;127.14;290.00;5,131.57;243.47;5,375.04;153,813.43
202;1,348.96;3,324.83;39.79;127.14;290.00;5,130.72;243.47;5,374.19;150,488.59
203;1,319.80;3,353.99;38.93;127.14;290.00;5,129.86;243.47;5,373.33;147,134.60
204;1,290.38;3,383.41;38.06;127.14;290.00;5,128.99;243.47;5,372.46;143,751.20
Año;16
205;1,260.71;3,413.08;37.18;127.14;290.00;5,128.11;243.47;5,371.58;140,338.12
206;1,230.78;3,443.01;36.30;127.14;290.00;5,127.23;243.47;5,370.70;136,895.11
207;1,200.58;3,473.21;35.41;127.14;290.00;5,126.34;243.47;5,369.81;133,421.90
208;1,170.12;3,503.67;34.51;127.14;290.00;5,125.44;243.47;5,368.91;129,918.23
209;1,139.39;3,534.40;33.60;127.14;290.00;5,124.53;243.47;5,368.00;126,383.84
210;1,108.40;3,565.39;32.69;127.14;290.00;5,123.62;243.47;5,367.09;122,818.44
211;1,077.13;3,596.66;31.77;127.14;290.00;5,122.70;243.47;5,366.17;119,221.78
212;1,045.59;3,628.20;30.84;127.14;290.00;5,121.77;243.47;5,365.24;115,593.58
213;1,013.77;3,660.02;29.90;127.14;290.00;5,120.83;243.47;5,364.30;111,933.55
214;981.67;3,692.12;28.95;127.14;290.00;5,119.88;243.47;5,363.35;108,241.43
215;949.29;3,724.50;28.00;127.14;290.00;5,118.93;243.47;5,362.40;104,516.93
216;916.62;3,757.17;27.03;127.14;290.00;5,117.96;243.47;5,361.43;100,759.76
Año;17
217;883.67;3,790.12;26.06;127.14;290.00;5,116.99;243.47;5,360.46;96,969.65
218;850.43;3,823.36;25.08;127.14;290.00;5,116.01;243.47;5,359.48;93,146.29
219;816.90;3,856.89;24.09;127.14;290.00;5,115.02;243.47;5,358.49;89,289.40
220;783.08;3,890.71;23.10;127.14;290.00;5,114.03;243.47;5,357.50;85,398.69
221;748.95;3,924.84;22.09;127.14;290.00;5,113.02;243.47;5,356.49;81,473.85
222;714.53;3,959.26;21.07;127.14;290.00;5,112.00;243.47;5,355.47;77,514.59
223;679.81;3,993.98;20.05;127.14;290.00;5,110.98;243.47;5,354.45;73,520.61
224;644.78;4,029.01;19.02;127.14;290.00;5,109.95;243.47;5,353.42;69,491.61
225;609.45;4,064.34;17.97;127.14;290.00;5,108.90;243.47;5,352.37;65,427.26
226;573.80;4,099.99;16.92;127.14;290.00;5,107.85;243.47;5,351.32;61,327.28
227;537.85;4,135.94;15.86;127.14;290.00;5,106.79;243.47;5,350.26;57,191.33
228;501.57;4,172.22;14.79;127.14;290.00;5,105.72;243.47;5,349.19;53,019.12
Año;18
229;464.98;4,208.81;13.71;127.14;290.00;5,104.64;243.47;5,348.11;48,810.31
230;428.07;4,245.72;12.63;127.14;290.00;5,103.56;243.47;5,347.03;44,564.59
231;390.84;4,282.95;11.53;127.14;290.00;5,102.46;243.47;5,345.93;40,281.64
232;353.27;4,320.52;10.42;127.14;290.00;5,101.35;243.47;5,344.82;35,961.12
233;315.38;4,358.41;9.30;127.14;290.00;5,100.23;243.47;5,343.70;31,602.71
234;277.16;4,396.63;8.17;127.14;290.00;5,099.10;243.47;5,342.57;27,206.08
235;238.60;4,435.19;7.04;127.14;290.00;5,097.97;243.47;5,341.44;22,770.89
236;199.70;4,474.09;5.89;127.14;290.00;5,096.82;243.47;5,340.29;18,296.80
237;160.46;4,513.33;4.73;127.14;290.00;5,095.66;243.47;5,339.13;13,783.48
238;120.88;4,552.91;3.57;127.14;290.00;5,094.50;243.47;5,337.97;9,230.57
239;80.95;4,592.84;2.39;127.14;290.00;5,093.32;243.47;5,336.79;4,637.73
240;40.67;4,637.73;1.20;127.14;290.00;5,096.75;243.47;5,340.22;.00
